"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"6U5MAFM7","journalArticle","2019","Drieu, Céline; Zugaro, Michaël","Hippocampal Sequences During Exploration: Mechanisms and Functions","Frontiers in Cellular Neuroscience","","1662-5102","10.3389/fncel.2019.00232","https://www.frontiersin.org/article/10.3389/fncel.2019.00232/full","Although the hippocampus plays a critical role in spatial and episodic memories, the mechanisms underlying memory formation, stabilization, and recall for adaptive behavior remain relatively unknown. During exploration, within single cycles of the ongoing theta rhythm that dominates hippocampal local field potentials, place cells form precisely ordered sequences of activity. These neural sequences result from the integration of both external inputs conveying sensory-motor information, and intrinsic network dynamics possibly related to memory processes. Their endogenous replay during subsequent sleep is critical for memory consolidation. The present review discusses possible mechanisms and functions of hippocampal theta sequences during exploration. We present several lines of evidence suggesting that these neural sequences play a key role in information processing and support the formation of initial memory traces, and discuss potential functional distinctions between neural sequences emerging during theta vs. awake sharp-wave ripples.","2019-06-13","2024-03-19 21:44:08","2024-03-19 21:44:08","2024-03-19 21:44:08","232","","","13","","Front. Cell. Neurosci.","Hippocampal Sequences During Exploration","","","","","","","","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/TUXKXAKR/Drieu and Zugaro - 2019 - Hippocampal Sequences During Exploration Mechanis.pdf; ","https://www.semanticscholar.org/paper/Hippocampal-Sequences-During-Exploration%3A-and-Drieu-Zugaro/0e59fa2ec5e7c5e371fb6c50182b84d81ae3b603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ZP5KTVY","journalArticle","2021","Speers, Lucinda J.; Cheyne, Kirsten R.; Cavani, Elena; Hayward, Tara; Schmidt, Robert; Bilkey, David K.","Hippocampal Sequencing Mechanisms Are Disrupted in a Maternal Immune Activation Model of Schizophrenia Risk","The Journal of Neuroscience","","0270-6474, 1529-2401","10.1523/JNEUROSCI.0730-21.2021","https://www.jneurosci.org/lookup/doi/10.1523/JNEUROSCI.0730-21.2021","Episodic memory requires information to be stored and recalled in sequential order, and these processes are disrupted in schizophrenia. Hippocampal phase precession and theta sequences are thought to provide a biological mechanism for sequential ordering of experience at timescales suitable for plasticity. These phenomena have not previously been examined in any models of schizophrenia risk. Here, we examine these phenomena in a maternal immune activation (MIA) rodent model. We show that while individual pyramidal cells in the CA1 region continue to precess normally in MIA animals, the starting phase of precession as an animal enters a new place field is considerably more variable in MIA animals than in controls. A critical consequence of this change is a disorganization of the ordered representation of experience via theta sequences. These results provide the first evidence of a biological-level mechanism that, if it occurs in schizophrenia, may explain aspects of disorganized sequential processing that contribute to the cognitive symptoms of the disorder. SIGNIFICANCE STATEMENT Hippocampal phase precession and theta sequences have been proposed as biophysical mechanisms by which the sequential structure of cognition might be ordered. Disturbances of sequential processing have frequently been observed in schizophrenia. Here, we show for the first time that phase precession and theta sequences are disrupted in a maternal immune activation (MIA) model of schizophrenia risk. This is a result of greater variability in the starting phase of precession, indicating that the mechanisms that coordinate precession at the assembly level are disrupted. We propose that this disturbance in phase precession underlies some of the disorganized cognitive symptoms that occur in schizophrenia. These findings could have important preclinical significance for the identification and treatment of schizophrenia risk factors.","2021-08-11","2024-03-19 21:44:26","2024-03-19 21:44:26","2024-03-19 21:44:26","6954-6965","","32","41","","J. Neurosci.","","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/MCNY7KCB/Speers et al. - 2021 - Hippocampal Sequencing Mechanisms Are Disrupted in.pdf; ","https://www.semanticscholar.org/paper/Hippocampal-Sequencing-Mechanisms-Are-Disrupted-in-Speers-Cheyne/ba1e691498bd2365bfd781d2f2cf8b5b3f87ec7a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UTCXVRZ7","journalArticle","2007","Foster, David J.; Wilson, Matthew A.","Hippocampal theta sequences","Hippocampus","","1098-1063","10.1002/hipo.20345","https://onlinelibrary.wiley.com/doi/abs/10.1002/hipo.20345","The activity of individual hippocampal principal neurons is spatially localized such that each neuron is active only when the animal occupies an area of the environment known as the cell's place field. Additionally, the activity of hippocampal neurons exhibits a particular temporal relationship to the hippocampal EEG, such that spikes fired by the neuron occur at progressively earlier phases of the co-occurring theta rhythm in the EEG as the animal traverses the place field. This relationship is known as theta precession. A long-standing prediction following the observation of theta precession has been that among a collection of hippocampal neurons recorded simultaneously, the neurons will fire in sequences reflecting the behavioral order of the place fields. Here we examine this prediction. We show that clear, ordered sequences occur during theta, which we name theta sequences, in which a portion of the animal's spatial experience is played out in forwards order. We further investigate the relationship of theta sequences to phase precession by shuffling spike phases in such a way as to preserve the relationship between spike phase and position. This jitter significantly reduces the prevalence of theta sequences while leaving theta phase precession intact, suggesting that the presence of theta phase precession is not trivially predictive of theta sequences. Finally, we discuss the relationship between theta sequences and individual place fields, and the possible functional role of theta sequences in navigational learning. © 2007 Wiley-Liss, Inc.","2007","2024-03-19 21:45:12","2024-03-19 21:45:12","2024-03-19 21:45:12","1093-1099","","11","17","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/hipo.20345","","/Users/raymond/Zotero/storage/MCQV2HEA/Foster and Wilson - 2007 - Hippocampal theta sequences.pdf; /Users/raymond/Zotero/storage/8MZK589D/hipo.html","","","memory; navigation; place cells; replay; theta precession","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4GN3ID8Q","journalArticle","2016","Backus, Alexander R.; Schoffelen, Jan-Mathijs; Szebényi, Szabolcs; Hanslmayr, Simon; Doeller, Christian F.","Hippocampal-Prefrontal Theta Oscillations Support Memory Integration","Current Biology","","09609822","10.1016/j.cub.2015.12.048","https://linkinghub.elsevier.com/retrieve/pii/S0960982215015791","Semantic Scholar extracted view of ""Hippocampal-Prefrontal Theta Oscillations Support Memory Integration"" by A. R. Backus et al.","2016-02","2024-03-19 21:46:02","2024-03-19 21:46:02","2024-03-19 21:46:02","450-457","","4","26","","Current Biology","","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/GTK3JB44/Backus et al. - 2016 - Hippocampal-Prefrontal Theta Oscillations Support .pdf; ","https://www.semanticscholar.org/paper/Hippocampal-Prefrontal-Theta-Oscillations-Support-Backus-Schoffelen/cbf1d38690902816d402c91c2b31242e3fbc0fe0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3IANZSBW","journalArticle","2008","Pastalkova, Eva; Itskov, Vladimir; Amarasingham, Asohan; Buzsáki, György","Internally Generated Cell Assembly Sequences in the Rat Hippocampus","Science","","0036-8075, 1095-9203","10.1126/science.1159775","https://www.science.org/doi/10.1126/science.1159775","A long-standing conjecture in neuroscience is that aspects of cognition depend on the brain's ability to self-generate sequential neuronal activity. We found that reliably and continually changing cell assemblies in the rat hippocampus appeared not only during spatial navigation but also in the absence of changing environmental or body-derived inputs. During the delay period of a memory task, each moment in time was characterized by the activity of a particular assembly of neurons. Identical initial conditions triggered a similar assembly sequence, whereas different conditions gave rise to different sequences, thereby predicting behavioral choices, including errors. Such sequences were not formed in control (nonmemory) tasks. We hypothesize that neuronal representations, evolved for encoding distance in spatial navigation, also support episodic recall and the planning of action sequences.","2008-09-05","2024-03-19 21:46:19","2024-03-19 21:46:19","2024-03-19 21:46:19","1322-1327","","5894","321","","Science","","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/NJ4VLAU4/Pastalkova et al. - 2008 - Internally Generated Cell Assembly Sequences in th.pdf; ","https://www.semanticscholar.org/paper/Internally-Generated-Cell-Assembly-Sequences-in-the-Pastalkova-Itskov/60871d9ba4f9ddbfe1546c214405542953be3886","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5R245ATP","journalArticle","2005","Quiroga, R. Quian; Reddy, L.; Kreiman, G.; Koch, C.; Fried, I.","Invariant visual representation by single neurons in the human brain","Nature","","1476-4687","10.1038/nature03687","https://www.nature.com/articles/nature03687","It takes moments for the human brain to recognize a person or an object even if seen under very different conditions. This raises the question: can a single neuron respond selectively to a given face regardless of view, age, pose or context? That question — it has been called the search for the ‘grandmother neuron’ — is difficult to test. But now, in patients with intractable epilepsy who were implanted with depth electrodes for a clinical process, an answer has been obtained. Patients were asked to respond to images on computer screens, and the results showed that neurons are pretty single-minded in what they respond to. For instance, one neuron will respond selectively to different pictures of the actress Jennifer Aniston, one to basketball player Michael Jordan, and another to different views of the Tower of Pisa.","2005-06","2024-03-19 21:46:48","2024-03-19 21:46:48","2024-03-19 21:46:48","1102-1107","","7045","435","","","","","","","","","","en","2005 Macmillan Magazines Ltd.","","","","www.nature.com","","Publisher: Nature Publishing Group","","/Users/raymond/Zotero/storage/6SA56BN2/Quiroga et al. - 2005 - Invariant visual representation by single neurons .pdf","","","Humanities and Social Sciences; multidisciplinary; Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9TXKX96M","journalArticle","2013","Colgin, Laura Lee","Mechanisms and Functions of Theta Rhythms","Annual Review of Neuroscience","","0147-006X, 1545-4126","10.1146/annurev-neuro-062012-170330","https://www.annualreviews.org/content/journals/10.1146/annurev-neuro-062012-170330","The theta rhythm is one of the largest and most sinusoidal activity patterns in the brain. Here I survey progress in the field of theta rhythms research. I present arguments supporting the hypothesis that theta rhythms emerge owing to intrinsic cellular properties yet can be entrained by several theta oscillators throughout the brain. I review behavioral correlates of theta rhythms and consider how these correlates inform our understanding of theta rhythms&apos; functions. I discuss recent work suggesting that one function of theta is to package related information within individual theta cycles for more efficient spatial memory processing. Studies examining the role of theta phase precession in spatial memory, particularly sequence retrieval, are also summarized. Additionally, I discuss how interregional coupling of theta rhythms facilitates communication across brain regions. Finally, I conclude by summarizing how theta rhythms may support cognitive operations in the brain, including learning.","2013-07-08","2024-03-19 22:14:18","2024-03-19 22:14:18","2024-03-19 22:14:18","295-312","","Volume 36, 2013","36","","","","","","","","","","en","","","","","www.annualreviews.org","","Publisher: Annual Reviews","","/Users/raymond/Zotero/storage/VAHRUMYM/Colgin - 2013 - Mechanisms and Functions of Theta Rhythms.pdf; /Users/raymond/Zotero/storage/APC8AZQJ/annurev-neuro-062012-170330.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EHYHL5UE","journalArticle","2013","Buzsáki, György; Moser, Edvard I","Memory, navigation and theta rhythm in the hippocampal-entorhinal system","Nature Neuroscience","","1097-6256, 1546-1726","10.1038/nn.3304","https://www.nature.com/articles/nn.3304","Theories on the functions of the hippocampal system are based largely on two fundamental discoveries: the amnestic consequences of removing the hippocampus and associated structures in the famous patient H.M. and the observation that spiking activity of hippocampal neurons is associated with the spatial position of the rat. In the footsteps of these discoveries, many attempts were made to reconcile these seemingly disparate functions. Here we propose that mechanisms of memory and planning have evolved from mechanisms of navigation in the physical world and hypothesize that the neuronal algorithms underlying navigation in real and mental space are fundamentally the same. We review experimental data in support of this hypothesis and discuss how specific firing patterns and oscillatory dynamics in the entorhinal cortex and hippocampus can support both navigation and memory.","2013-02","2024-03-19 22:15:35","2024-03-19 22:15:35","2024-03-19 22:15:35","130-138","","2","16","","Nat Neurosci","","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/U2PTMLAF/Buzsáki and Moser - 2013 - Memory, navigation and theta rhythm in the hippoca.pdf; ","https://www.semanticscholar.org/paper/Memory%2C-navigation-and-theta-rhythm-in-the-system-Buzs%C3%A1ki-Moser/7359e3adca8b80e1f4366f47d5ab0705bbf27061","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J28FEDRW","conferencePaper","2006","Buzsáki, György","Rhythms of the Brain","","978-0-19-530106-9","","10.1093/acprof:oso/9780195301069.001.0001","https://academic.oup.com/book/11166","Prelude. Cycle 1. Introduction. Cycle 2. Structure defines function. Cycle 3. Diversity of cortical functions is provided by inhibition. Cycle 4. Windows on the brain. Cycle 5. A system of rhythms: from simple to complex dynamics. Cycle 6. Synchronization by oscillation. Cycle 7. The brain's default state: self-organized oscillations in rest and sleep. Cycle 8. Perturbation of the default patterns by experience. Cycle 9. The gamma buzz: gluing by oscillations in the waking brain. Cycle 10. Perceptions and actions are brain state-dependent. Cycle 11. Oscillations in the ""other cortex:"" navigation in real and memory space. Cycle 12. Coupling of systems by oscillations. Cycle 13. The tough problem. References.","2006-10-26","2024-03-19 22:15:53","2024-03-19 22:15:53","2024-03-19 22:15:53","","","","","","","","","","","","Oxford University Press","","","","","","","Semantic Scholar","","DOI: 10.1093/acprof:oso/9780195301069.001.0001","","/Users/raymond/Zotero/storage/Y84436WH/Buzsáki - 2006 - Rhythms of the Brain.pdf; ","https://www.semanticscholar.org/paper/Rhythms-of-the-brain-Buzs%C3%A1ki/7b10922cab71f51b1f08326d8cac1d8fa3bca685","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLEBMX29","journalArticle","2016","Colgin, Laura Lee","Rhythms of the hippocampal network","Nature Reviews Neuroscience","","1471-003X, 1471-0048","10.1038/nrn.2016.21","https://www.nature.com/articles/nrn.2016.21","The hippocampal local field potential (LFP) shows three major types of rhythms: theta, sharp wave–ripples and gamma. These rhythms are defined by their frequencies, they have behavioural correlates in several species including rats and humans, and they have been proposed to carry out distinct functions in hippocampal memory processing. However, recent findings have challenged traditional views on these behavioural functions. In this Review, I discuss our current understanding of the origins and the mnemonic functions of hippocampal theta, sharp wave–ripples and gamma rhythms on the basis of findings from rodent studies. In addition, I present an updated synthesis of their roles and interactions within the hippocampal network.","2016-04","2024-03-19 22:16:51","2024-03-19 22:16:51","2024-03-19 22:16:51","239-249","","4","17","","Nat Rev Neurosci","","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/TFTMENVJ/Colgin - 2016 - Rhythms of the hippocampal network.pdf; ","https://www.semanticscholar.org/paper/Rhythms-of-the-hippocampal-network-Colgin/5beeefe15e1c3c1fe400fc6ad5c6a6af9cd2653c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H76AI2FZ","journalArticle","2009","Goutagny, Romain; Jackson, Jesse; Williams, Sylvain","Self-generated theta oscillations in the hippocampus","Nature Neuroscience","","1097-6256, 1546-1726","10.1038/nn.2440","https://www.nature.com/articles/nn.2440","Hippocampal theta rhythm is crucial for spatial memory and is thought to be generated by extrinsic inputs. In contrast, using a complete rat hippocampus in vitro, we found several intrinsic, atropine-resistant theta generators in CA1. These oscillators were organized along the septotemporal axis and arose independently from CA3. Our results suggest that CA1 theta rhythm can emerge from the coupling of multiple autonomous hippocampal theta oscillators.","2009-12","2024-03-19 22:17:10","2024-03-19 22:17:10","2024-03-19 22:17:10","1491-1493","","12","12","","Nat Neurosci","","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/FTIJUDNF/Goutagny et al. - 2009 - Self-generated theta oscillations in the hippocamp.pdf; ","https://www.semanticscholar.org/paper/Self-generated-theta-oscillations-in-the-Goutagny-Jackson/6c6d0b7319a0c26935e2d46db2af6642bd43c15f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZPH9QH7K","journalArticle","2018","Buzsáki, György; Tingley, David","Space and Time: The Hippocampus as a Sequence Generator","Trends in Cognitive Sciences","","13646613","10.1016/j.tics.2018.07.006","https://linkinghub.elsevier.com/retrieve/pii/S1364661318301669","Semantic Scholar extracted view of ""Space and Time: The Hippocampus as a Sequence Generator"" by G. Buzsáki et al.","2018-10","2024-03-19 22:18:05","2024-03-19 22:18:05","2024-03-19 22:18:05","853-869","","10","22","","Trends in Cognitive Sciences","Space and Time","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/I25JVIQU/Buzsáki and Tingley - 2018 - Space and Time The Hippocampus as a Sequence Gene.pdf; ","https://www.semanticscholar.org/paper/Space-and-Time%3A-The-Hippocampus-as-a-Sequence-Buzs%C3%A1ki-Tingley/d7250fa71da9cc41df86b40a2652f661c6c3d576","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32RZ6TJK","journalArticle","2002","Buzsáki, György","Theta Oscillations in the Hippocampus","Neuron","","08966273","10.1016/S0896-6273(02)00586-X","https://linkinghub.elsevier.com/retrieve/pii/S089662730200586X","Semantic Scholar extracted view of ""Theta Oscillations in the Hippocampus"" by G. Buzsáki","2002-01","2024-03-19 22:18:23","2024-03-19 22:18:23","2024-03-19 22:18:23","325-340","","3","33","","Neuron","","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/BQGMPXIQ/Buzsáki - 2002 - Theta Oscillations in the Hippocampus.pdf; ","https://www.semanticscholar.org/paper/Theta-Oscillations-in-the-Hippocampus-Buzs%C3%A1ki/377961d0db0e1330dd9683f2a7bb65f20d6648ea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JGP59W88","journalArticle","1996","Skaggs, William E.; McNaughton, Bruce L.; Wilson, Matthew A.; Barnes, Carol A.","Theta phase precession in hippocampal neuronal populations and the compression of temporal sequences","Hippocampus","","1050-9631, 1098-1063","10.1002/(SICI)1098-1063(1996)6:2<149::AID-HIPO6>3.0.CO;2-K","https://onlinelibrary.wiley.com/doi/10.1002/(SICI)1098-1063(1996)6:2<149::AID-HIPO6>3.0.CO;2-K","O'Keefe and Recce [1993] Hippocampus 3:317–330 described an interaction between the hippocampal theta rhythm and the spatial firing of pyramidal cells in the CA1 region of the rat hippocampus: they found that a cell's spike activity advances to earlier phases of the theta cycle as the rat passes through the cell's place field. The present study makes use of large‐scale parallel recordings to clarify and extend this finding in several ways: 1) Most CA1 pyramidal cells show maximal activity at the same phase of the theta cycle. Although individual units exhibit deeper modulation, the depth of modulation of CA1 population activity is about 50%. The peak firing of inhibitory interneurons in CA1 occurs about 60° in advance of the peak firing of pyramidal cells, but different interneurons vary widely in their peak phases. 2) The first spikes, as the rat enters a pyramidal cell's place field, come 90°–120° after the phase of maximal pyramidal cell population activity, near the phase where inhibition is least. 3) The phase advance is typically an accelerating, rather than linear, function of position within the place field. 4) These phenomena occur both on linear tracks and in two‐dimensional environments where locomotion is not constrained to specific paths. 5) In two‐dimensional environments, place‐related firing is more spatially specific during the early part of the theta cycle than during the late part. This is also true, to a lesser extent, on a linear track. Thus, spatial selectivity waxes and wanes over the theta cycle. 6) Granule cells of the fascia dentata are also modulated by theta. The depth of modulation for the granule cell population approaches 100%, and the peak activity of the granule cell population comes about 90° earlier in the theta cycle than the peak firing of CA1 pyramidal cells. 7) Granule cells, like pyramidal cells, show robust phase precession. 8) Cross‐correlation analysis shows that portions of the temporal sequence of CA1 pyramidal cell place fields are replicated repeatedly within individual theta cycles, in highly compressed form. The compression ratio can be as much as 10:1.","1996","2024-03-19 22:18:44","2024-03-19 22:18:44","2024-03-19 22:18:44","149-172","","2","6","","Hippocampus","","","","","","","","en","","","","","Semantic Scholar","","","","; /Users/raymond/Zotero/storage/VA8GCQVE/Skaggs et al. - 1996 - Theta phase precession in hippocampal neuronal pop.pdf","https://www.semanticscholar.org/paper/Theta-phase-precession-in-hippocampal-neuronal-and-Skaggs-McNaughton/7983cc562a8ea2df4198d8b9525ff120eba34fd4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5R3FRKKA","journalArticle","2014","Hasselmo, Michael E.; Stern, Chantal E.","Theta rhythm and the encoding and retrieval of space and time","NeuroImage","","10538119","10.1016/j.neuroimage.2013.06.022","https://linkinghub.elsevier.com/retrieve/pii/S1053811913006599","Semantic Scholar extracted view of ""Theta rhythm and the encoding and retrieval of space and time"" by M. Hasselmo et al.","2014-01","2024-03-19 22:19:30","2024-03-19 22:19:30","2024-03-19 22:19:30","656-666","","","85","","NeuroImage","","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/NL3IWXHK/Hasselmo and Stern - 2014 - Theta rhythm and the encoding and retrieval of spa.pdf; ","https://www.semanticscholar.org/paper/Theta-rhythm-and-the-encoding-and-retrieval-of-and-Hasselmo-Stern/4f3aca095b3f2e6e4740a0e7207a71ed451d87e5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FU8A4JQI","journalArticle","2015","Wang, Yingxue; Romani, Sandro; Lustig, Brian; Leonardo, Anthony; Pastalkova, Eva","Theta sequences are essential for internally generated hippocampal firing fields","Nature Neuroscience","","1546-1726","10.1038/nn.3904","https://www.nature.com/articles/nn.3904","Wang and colleagues find that weakening hippocampal theta in a familiar environment reduces the performance of rats in a spatial memory task, decreases the number of theta sequences and degrades internally generated hippocampal episode cell firing, while leaving place cell firing intact. The same weakening of theta also prevents the formation of a precise spatial representation in a novel environment unless proximal cues are present. Together these results suggest that the mechanisms underlying internally generated hippocampal sequences of activity are crucial for episodic memory.","2015-02","2024-03-19 22:20:05","2024-03-19 22:20:05","2024-03-19 22:20:05","282-288","","2","18","","Nat Neurosci","","","","","","","","en","2015 Springer Nature America, Inc.","","","","www.nature.com","","Publisher: Nature Publishing Group","","/Users/raymond/Zotero/storage/J662UPZU/Wang et al. - 2015 - Theta sequences are essential for internally gener.pdf","","","Hippocampus; Navigation; Spatial memory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5EMQW3PH","journalArticle","2021","Reddy, Leila; Self, Matthew W.; Zoefel, Benedikt; Poncet, Marlène; Possel, Jessy K.; Peters, Judith C.; Baayen, Johannes C.; Idema, Sander; VanRullen, Rufin; Roelfsema, Pieter R.","Theta-phase dependent neuronal coding during sequence learning in human single neurons","Nature Communications","","2041-1723","10.1038/s41467-021-25150-0","https://www.nature.com/articles/s41467-021-25150-0","Abstract             The ability to maintain a sequence of items in memory is a fundamental cognitive function. In the rodent hippocampus, the representation of sequentially organized spatial locations is reflected by the phase of action potentials relative to the theta oscillation (phase precession). We investigated whether the timing of neuronal activity relative to the theta brain oscillation also reflects sequence order in the medial temporal lobe of humans. We used a task in which human participants learned a fixed sequence of pictures and recorded single neuron and local field potential activity with implanted electrodes. We report that spikes for three consecutive items in the sequence (the preferred stimulus for each cell, as well as the stimuli immediately preceding and following it) were phase-locked at distinct phases of the theta oscillation. Consistent with phase precession, spikes were fired at progressively earlier phases as the sequence advanced. These findings generalize previous findings in the rodent hippocampus to the human temporal lobe and suggest that encoding stimulus information at distinct oscillatory phases may play a role in maintaining sequential order in memory.","2021-08-10","2024-03-19 22:20:49","2024-03-19 22:20:49","2024-03-19 22:20:49","4839","","1","12","","Nat Commun","","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/5GH3JYHX/Reddy et al. - 2021 - Theta-phase dependent neuronal coding during seque.pdf; ","https://www.semanticscholar.org/paper/Theta-phase-dependent-neuronal-coding-during-in-Reddy-Self/a2c02f2ed16b1af373f89741134d220e6b4567bd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J7PXT3SJ","journalArticle","2018","Omer, David B.; Maimon, Shir R.; Las, Liora; Ulanovsky, Nachum","Social place-cells in the bat hippocampus","Science","","0036-8075, 1095-9203","10.1126/science.aao3474","https://www.science.org/doi/10.1126/science.aao3474","The representation of others in space                            Different sets of neurons encode the spatial position and orientation of an organism. However, social animals need to know the position of other individuals for social interactions, observational learning, and group navigation. Surprisingly, very little is known about how the position of other animals is represented in the brain. Danjo               et al.               and Omer               et al.               now report the discovery of a subgroup of neurons in hippocampal area CA1 that encodes the presence of conspecifics in rat and bat brains, respectively.                                         Science               , this issue p.               213               , p.               218                        ,              A subpopulation of bat hippocampal CA1 neurons represents the spatial position of another bat.           ,              Social animals have to know the spatial positions of conspecifics. However, it is unknown how the position of others is represented in the brain. We designed a spatial observational-learning task, in which an observer bat mimicked a demonstrator bat while we recorded hippocampal dorsal-CA1 neurons from the observer bat. A neuronal subpopulation represented the position of the other bat, in allocentric coordinates. About half of these “social place-cells” represented also the observer’s own position—that is, were place cells. The representation of the demonstrator bat did not reflect self-movement or trajectory planning by the observer. Some neurons represented also the position of inanimate moving objects; however, their representation differed from the representation of the demonstrator bat. This suggests a role for hippocampal CA1 neurons in social-spatial cognition.","2018-01-12","2024-03-19 22:21:47","2024-03-19 22:21:47","2024-03-19 22:21:34","218-224","","6372","359","","Science","","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/PXMC9X7E/Omer et al. - 2018 - Social place-cells in the bat hippocampus.pdf; ","https://www.semanticscholar.org/paper/Social-place-cells-in-the-bat-hippocampus-Omer-Maimon/b07da5090aef5fe8d74a9f4d034cd06be2bec4f5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UYTZN5SX","journalArticle","2015","Tavares, Rita Morais; Mendelsohn, Avi; Grossman, Yael; Williams, Christian Hamilton; Shapiro, Matthew; Trope, Yaacov; Schiller, Daniela","A Map for Social Navigation in the Human Brain","Neuron","","08966273","10.1016/j.neuron.2015.06.011","https://linkinghub.elsevier.com/retrieve/pii/S0896627315005243","Semantic Scholar extracted view of ""A Map for Social Navigation in the Human Brain"" by Rita Morais Tavares et al.","2015-07","2024-03-19 22:23:34","2024-03-19 22:23:39","2024-03-19 22:23:34","231-243","","1","87","","Neuron","","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/PQA8LPUE/Tavares et al. - 2015 - A Map for Social Navigation in the Human Brain.pdf; ","https://www.semanticscholar.org/paper/A-Map-for-Social-Navigation-in-the-Human-Brain-Tavares-Mendelsohn/699ebf4b54407430827b0cc02da9af3cb099a739","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26X9SNQC","journalArticle","2018","Schafer, Matthew; Schiller, Daniela","Navigating Social Space","Neuron","","08966273","10.1016/j.neuron.2018.10.006","https://linkinghub.elsevier.com/retrieve/pii/S0896627318308948","Semantic Scholar extracted view of ""Navigating Social Space"" by Matthew Schafer et al.","2018-10","2024-03-19 22:24:02","2024-03-19 22:24:02","2024-03-19 22:24:02","476-489","","2","100","","Neuron","","","","","","","","en","","","","","Semantic Scholar","","","","/Users/raymond/Zotero/storage/5IVECWLN/Schafer and Schiller - 2018 - Navigating Social Space.pdf; ","https://www.semanticscholar.org/paper/Navigating-Social-Space-Schafer-Schiller/1603c74d055db34984aa0596d2fa78e49a4ac942","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
